id,name,some_capitalized,atleast_one_capitalized,first_letter_capitalized,has_suffix_salutation,start_position,distance_to_period,distance_to_closest_keyword,frequency,label
6b8e4f38-4b33-4282-951a-709bd1bd49f4,But,0,1,1,0,4120,9599,5,8,0
d89ad2b5-3a8a-47e3-94d8-fcb44b4992a6,turnout,0,0,0,0,4124,9599,9334,1,0
3dd877d5-9402-45b9-a73d-c39d0e2afb4e,tent,0,0,0,0,4139,9599,9334,5,0
a29e9c5f-0182-4ebc-b1f3-cb6c75bf22aa,revival,0,0,0,0,4144,9599,9334,2,0
e80c0a75-fe29-4a62-86e9-75779a2c01e7,just,0,0,0,0,4171,9599,5,3,0
35581b95-9787-40d7-8b72-720af1243ab9,people,0,0,0,0,4188,9599,5,3,0
ff216a68-5d02-47d0-9ba3-0fdfe13561f5,per,0,0,0,0,4195,9599,5,1,0
d781c9bb-696b-4faf-81a5-954cdba01acb,expected.,0,0,0,0,4232,9599,5,1,0
7715c41e-5f7b-42b0-bbbe-741e15993da2,Chairs,0,1,1,0,4242,9599,5,1,0
1906e0de-ac4a-4164-b45b-306c8a840342,spaced,0,0,0,0,4254,9599,9334,1,0
9999bcd8-81c1-4b70-aa40-1d6d54703ab2,make,0,0,0,0,4268,9599,9334,1,0
4b717bbe-b09a-4e79-91d9-c7cbdab4df7c,crowd,0,0,0,0,4277,9599,9334,1,0
1d0cc816-d00a-4954-b221-74dfad97e0a7,look,0,0,0,0,4283,9599,124,2,0
0520c955-deee-44ad-ae90-76fe6c5327d5,bigger.,0,0,0,0,4288,9599,124,1,0
7e786cab-8ea4-4bf7-b691-c81827c88145,Organizers,0,1,1,0,4296,9599,124,1,0
9f1600a6-00e0-4c6c-a50a-43c0a24a6b56,asking,0,0,0,0,4327,9599,124,1,0
0cc6a36e-c553-47df-824f-47d92395d0aa,God,0,1,1,0,4334,9599,124,4,0
69ca64fe-9fc7-43e6-b07c-5a94f2fa7e52,decide,0,0,0,0,4341,9599,124,1,0
d8365042-9810-44ef-84a6-64bf6e81aa01,whether,0,0,0,0,4348,9599,124,1,0
5a19e988-763d-45bf-88e4-5ea8f8bbfcd0,continue,0,0,0,0,4359,9599,124,1,0
ebfbe946-431e-40f8-8403-691ff3b1f482,according,0,0,0,0,4381,9599,9334,4,0
7b1c1ea1-3df8-4692-8476-b3b1c7bb346f,Martin,0,1,1,0,4394,9599,9334,6,0
d9e63a84-1e0d-476c-a3f7-e1e80f439a8d,biography.,0,0,0,0,4403,9599,9334,1,0
442aa453-b26c-4caa-86bc-00bef4438b84,If,0,1,1,0,4414,9599,257,2,0
757c34b6-2f5c-4068-9679-b4a05118344f,weather,0,0,0,0,4421,9599,257,1,0
89d04621-7696-4c27-9ea7-a25372ed2005,warmed,0,0,0,0,4429,9599,257,1,0
f2ecf510-84fc-41c3-9bb8-143fb42f2216,keep,0,0,0,0,4451,9599,257,2,0
d2df2321-0d6f-4f9a-8d9e-d629ac621798,going.,0,0,0,0,4456,9599,9334,2,0
c53fa9bc-26e3-4ed6-9487-7cb02d05fab8,If,0,1,1,0,4463,9599,9334,2,0
a807eb1a-1096-48bf-afa6-165a76fb690b,shutter,0,0,0,0,4482,9599,9334,1,0
afdc0cc2-7ef1-4c5b-9a7a-1f9f7151745a,Canvas,0,1,1,0,4494,9599,9334,6,0
50071ed5-117d-4ca6-b393-91d163c9b1e2,Cathedral.,0,1,1,0,4501,9599,9334,3,0
db61f3ed-b480-40d8-8156-08305e889768,As,0,1,1,0,4512,9599,9334,3,0
82592253-2471-4325-b511-71283a267641,heat,0,0,0,0,4530,9599,9334,1,0
cfe5e30a-7eed-4ab8-b15c-f493ff9a12cd,wave,0,0,0,0,4535,9599,9334,1,0
c9e64e3e-64ff-4de9-b288-a7e1df158dc2,blew,0,0,0,0,4540,9599,9334,1,0
0a98ff30-8ce7-4300-b1c4-fb9537b9052f,Los,0,1,1,0,4550,9599,9334,5,0
6062294f-3160-4e74-a097-f6fb56d435b3,convincing,0,0,0,0,4563,9599,9334,1,0
4268e193-74ec-483f-83b2-5ee3cdcaaa3e,organizers,0,0,0,0,4578,9599,9334,3,0
2dc4ce42-1e43-4615-8521-d01e5d198ad3,keep,0,0,0,0,4592,9599,9334,2,0
df87cd49-92c3-4148-acd9-a737b5f74710,crusade,0,0,0,0,4601,9599,9334,6,0
a3168e56-d153-4aa6-b675-3976a8e11cf8,going.,0,0,0,0,4609,9599,9334,2,0
20d15914-096a-422e-b503-959ca79e4108,But,0,1,1,0,4616,9599,9334,8,0
6ef28d17-1aa1-4830-ba92-a987ec704400,hot,0,0,0,0,4624,9599,9334,1,0
868a301c-5397-44dd-92a7-dcb246ba4a61,spell,0,0,0,0,4628,9599,9334,1,0
ca30492d-e39c-42c5-8179-9c9dd17ddd67,nothing,0,0,0,0,4638,9599,9334,1,0
07eab3b2-20e6-461f-8cb8-4fda1440dd42,compared,0,0,0,0,4646,9599,9334,1,0
ed745ce2-7926-4d35-8384-fdeba710446e,media,0,0,0,0,4662,9599,9334,5,0
33888ced-569c-488c-8358-cf19671848c4,storm,0,0,0,0,4668,9599,9334,1,0
9fe9a072-1b97-4d7d-82dc-56dbb789d9cf,soon,0,0,0,0,4685,9599,9334,2,0
84b539d5-9eee-43ed-a05a-0b9c00a5f290,descend.,0,0,0,0,4690,9599,9334,1,0
e680d8c6-e37f-4ea4-b505-23a056dcb93d,Graham,0,1,1,0,4705,9599,9334,36,0
ea72f7dd-94e1-4847-afb1-eaf249af6ea0,During,0,1,1,0,4713,9599,9334,1,0
48164154-f730-4d48-b3ff-3f745cf257a7,first,0,0,0,0,4724,9599,9334,1,0
f07af663-881f-4c33-9304-fb61d248d4c1,weeks,0,0,0,0,4734,9599,9334,1,0
8c68723b-e6f6-4b56-8db4-8edf25ba9c4e,Los,0,1,1,0,4747,9599,9334,5,0
619b698e-0662-41bf-9257-22359ff8f7ba,Angeles,0,1,1,0,4751,9599,9334,2,0
c6a9b05e-282b-4fa8-8b13-f9b86fc88c59,Hollywood,0,1,1,0,4781,9599,9334,1,0
dee678d4-95a1-410d-9015-cff490dab2d9,celebrities,0,0,0,0,4791,9599,9334,1,0
008974f1-6b5e-4f83-9fed-af8045918d48,lent,0,0,0,0,4803,9599,9334,1,0
887d4d95-1f39-445f-a62d-57565f5a17b4,star,0,0,0,0,4823,9599,9334,1,0
4addc295-70c3-47ae-9bf0-dd5b7da54211,power,0,0,0,0,4828,9599,9334,2,0
183837a0-7cb5-4b8d-bf66-5d602346dbe7,proceedings.,0,0,0,0,4841,9599,9334,1,0
674caea0-0cc5-4470-a456-a67dda0d5927,Stuart,0,1,1,0,4854,9599,9334,1,0
c472fe3f-bbb2-474e-9589-f21bd76b8560,Hamblen,0,1,1,0,4861,9599,9334,2,0
ac69470b-7a52-4ca1-a1a8-2f1dfb5f2577,drank,0,0,0,0,4891,9599,9334,1,0
2ba56d96-2569-4eae-a04b-65707125550c,gambled,0,0,0,0,4901,9599,9334,1,0
97e928b9-53ec-41f7-92d8-29f7146084f7,Graham,0,1,1,0,4916,9599,9334,36,0
e5dc97c1-9627-4503-8b7b-1b9c11a3cf60,convinced,0,0,0,0,4923,9599,9334,1,0
9395e505-f840-4513-8b56-4ac0caef6e7c,stop,0,0,0,0,4940,9599,9334,1,0
cbc9fd98-5636-41c0-993f-3a115dfd7a64,early,0,0,0,0,4965,9599,9334,1,0
3e2bc775-9c7c-4fbc-ae05-55fec0b562f9,telling,0,0,0,0,4980,9599,9334,1,0
1ccd3a89-0fac-48d6-b1bf-ea871481faa1,radio,0,0,0,0,4992,9599,9334,2,0
995c06e8-b2f6-449c-a5ce-4e42878306a4,audience,0,0,0,0,4998,9599,9334,1,0
f647262e-75d6-4d26-8965-9d5faec12855,heavenly,0,0,0,0,5021,9599,9334,1,0
f0078077-fb9e-461e-96cd-3f072f9e243d,switchboard,0,0,0,0,5030,9599,9334,1,0
3baefb61-3cb1-44f0-aa5a-82e1cf24c974,one,0,0,0,0,5049,9599,9334,8,0
ef4614bf-e985-4ef0-9a3a-48d66613d39c,night,0,0,0,0,5053,9599,9334,3,0
bb0a3f32-4ad8-405f-a960-1de24ddbea1e,Canvas,0,1,1,0,5066,9599,9334,6,0
8707c523-2ecd-4e57-b50d-2e0e9eae0e29,Cathedral.,0,1,1,0,5073,9599,9334,3,0
497f246c-6024-4c43-bc05-00a10f9fb1cc,But,0,1,1,0,5084,9599,9334,8,0
f91488dd-21e6-4c48-9439-a1cc0e3dec2f,Hamblen,0,1,1,0,5088,9599,9334,2,0
f7a64dff-63e8-4458-a957-a72f478255fe,epiphany,0,0,0,0,5098,9599,9334,1,0
7b8d31e3-ae6c-4c7e-8d48-5c01d1c26212,account,0,0,0,0,5116,9599,9334,1,0
e560832f-3eee-4b0e-9897-1b8e14a15762,horde,0,0,0,0,5132,9599,9334,1,0
5ad034d6-1e2b-4aaf-be85-4485b664c416,reporters,0,0,0,0,5141,9599,9334,1,0
d47d0d39-85be-4aa6-a9b3-489723d38b12,photographers,0,0,0,0,5155,9599,9334,1,0
d59879ab-29a2-403d-8b79-8e5ac19a7fb2,swarmed,0,0,0,0,5173,9599,9334,1,0
d8d6a813-e290-4d0a-bfb4-b20333587d07,Graham,0,1,1,0,5181,9599,9334,36,0
6d2f4615-9f4c-44c2-b301-a593ce5e5858,walked,0,0,0,0,5194,9599,9334,1,0
0cfecaf8-8b14-4b1b-8622-0029c6d27979,tent,0,0,0,0,5210,9599,9334,5,0
9c2d935d-b7b6-4827-a116-b044d7298359,one,0,0,0,0,5215,9599,9334,8,0
90dcfd1c-b523-448a-9e02-806c4be24bab,night,0,0,0,0,5219,9599,9334,3,0
35de9aac-8281-4a63-9901-5c2df3acafc1,late,0,0,0,0,5228,9599,9334,1,0
fcd9a1a0-8920-4e2d-bcdc-54af5596c7d1,October.,0,1,1,0,5233,9599,9334,1,0
02071af3-30d7-402e-adec-f01de1ee90bb,Graham,0,1,1,0,5242,9599,9334,36,0
a66d5ebc-3c30-43b6-9228-00eae254c145,grew,0,0,0,0,5249,9599,9334,1,0
75deefac-b2c7-4914-bbaa-c1fd92dc305b,according,0,0,0,0,5263,9599,9334,4,0
8f262e5a-a8b8-440e-9ed0-4fe33ca0195e,Martin,0,1,1,0,5276,9599,9334,6,0
0ca8052f-6463-4157-ac71-1c25af18de14,fearing,0,0,0,0,5284,9599,8,1,0
068c376c-9086-4b1b-98e5-78380170fbe2,media,0,0,0,0,5296,9599,8,5,0
8322e27f-6ed3-41a5-82fa-6cb1326fa922,frenzy,0,0,0,0,5302,9599,8,1,0
38573b99-5bdf-4e53-bc5c-b2f227f7c0c6,feeding,0,0,0,0,5314,9599,8,1,0
b703455a-ed5e-42f9-830b-d32849d4b5be,unknown,0,0,0,0,5330,9599,8,1,0
91ac78a3-93c5-41cb-84a6-10662ce0f25a,scandal,0,0,0,0,5338,9599,8,1,0
ab31e2b5-350e-435e-97c3-6a0ef1846741,ministry.,0,0,0,0,5353,9599,8,2,0
bcd2c828-a02a-4404-a2c1-2e3f4bbf2670,In,0,1,1,0,5363,9599,8,6,0
3bf67a12-c5c2-4e3f-a42b-a516bcb673dc,come,0,0,0,0,5381,9599,8,1,0
3ee3c13d-58cd-489b-8b3e-415e67ed381a,praise,0,0,0,0,5389,9599,8,1,0
0d14afb1-b623-4402-889d-23a154c9164b,Graham,0,1,1,0,5396,9599,8,36,0
d10421e6-ba5a-4ba4-b3c2-4ea38c19756d,bury,0,0,0,0,5411,9599,8,1,0
84b8a9cc-39e6-4c63-a9a5-2cb05ccfd87d,him.,0,0,0,0,5416,9599,8,1,0
a0acd997-9ffb-4d34-b824-e180a2348987,just,0,0,0,0,5431,9599,8,3,0
db056733-8b1c-4d03-a148-50bd7cde22d1,kissed,0,0,0,0,5441,9599,8,1,0
e34e4d74-a6d1-44fc-81ce-be091fc1a083,William,0,1,1,0,5451,9599,9334,2,0
643abc43-9a01-4ef5-aff9-f008e7ef3bda,Randolph,0,1,1,0,5459,9599,9334,1,0
7d85fabb-cea3-4a7c-bff9-c9331476e078,Hearst,0,1,1,0,5468,9599,8,5,0
83eefb19-c58b-47da-9988-46c472a938ff,one,0,0,0,0,5477,9599,8,8,0
d9f37b48-e6bc-4f68-8bf5-656645b67871,reporter,0,0,0,0,5481,9599,8,1,0
3646d20e-1a91-411f-a877-1e9140f873ea,told,0,0,0,0,5490,9599,8,3,0
4e7225ab-bc9c-4a49-a493-a59c2ae5c600,young,0,0,0,0,5499,9599,8,2,0
dc6aeab0-e8f7-40e4-8a14-6ffead59db79,showing,0,0,0,0,5515,9599,8,1,0
dc1fc667-8f6a-4888-bd6e-8269802d1f26,Graham,0,1,1,0,5523,9599,8,36,0
970df7a1-4240-4410-b96a-b796fc21f76e,telegram,0,0,0,0,5541,9599,8,1,0
91110b1b-f08c-46ec-8c18-de53b01556c4,sent,0,0,0,0,5550,9599,9334,1,0
58a26e91-9a41-4cf8-a0b6-d97b1258cfc8,newspaper,0,0,0,0,5562,9599,9334,2,0
1146732d-7525-47c6-aec8-f73714b03bd9,magnate,0,0,0,0,5572,9599,8,1,0
d404ad79-514d-4879-aa0d-8cd4c87e9d5c,scribes.,0,0,0,0,5599,9599,8,1,0
0a7958d5-7233-4e7f-959e-50cbe83c2b89,It,0,1,1,0,5608,9599,8,2,0
c554ff3b-a741-43da-afea-3a369b62be38,Graham,0,1,1,0,5631,9599,9334,36,0
4662caa8-5ca8-46a4-86f6-9894f5faeac5,Within,0,1,1,0,5640,9599,9334,1,0
cf73a292-68a4-4760-a3fa-b552ed878f7c,headlines,0,0,0,0,5653,9599,8,1,0
10c05c64-a6b9-496b-927c-3ea173beeba7,Hearst,0,1,1,0,5666,9599,9334,5,0
1018f268-5819-4585-85d0-d801a6d15e21,largest,0,0,0,0,5695,9599,8,1,0
472c76b6-ecf1-4b16-9294-372c951ceffd,trumpeted,0,0,0,0,5710,9599,8,1,0
2c54b7a3-7cd9-47d2-95e6-d10fdabb7e6b,tide,0,0,0,0,5729,9599,8,1,0
060c88c3-2924-4272-bbcf-7673f2bad62c,turning,0,0,0,0,5744,9599,8,1,0
7fffe202-75a0-4196-b48c-59adae54e0af,big,0,0,0,0,5762,9599,8,2,0
01414611-535d-47b2-a433-955a883b06b2,tent,0,0,0,0,5766,9599,8,5,0
4ab04cab-ff87-4dc7-ad52-b552bdffaf78,Los,0,1,1,0,5774,9599,8,5,0
60331393-711d-4eca-b6a8-fa8fa908d22b,Angeles.,0,1,1,0,5778,9599,8,2,0
54281b09-0665-4fc1-bb3b-9c2d8dbf7a87,Newspapers,0,1,1,0,5787,9599,8,1,0
b841064f-85fa-4ea8-8b90-53261390e8ee,across,0,0,0,0,5798,9599,9334,2,0
d59345ab-6bc0-4cee-a7e1-349494b9cb4b,country,0,0,0,0,5809,9599,9334,3,0
3396e630-f056-4f03-91bc-401f434f764c,ran,0,0,0,0,5817,9599,9334,2,0
eeff78fa-f083-4893-b6ea-9d79207ce484,stories,0,0,0,0,5832,9599,8,1,0
b27864c3-2c90-43a9-8fa0-a59bfaa796d8,conversions,0,0,0,0,5850,9599,8,1,0
51f8d740-f546-4257-ba34-a82472dff1a9,Olympic,0,1,1,0,5874,9599,9334,1,0
3fb9aa85-86fc-4ad0-8948-92487526cb49,runner,0,0,0,0,5882,9599,9334,1,0
4031beac-52c6-42c3-bdc0-7d2a817660e3,Louis,0,1,1,0,5889,9599,8,1,0
8f4f353b-2bb9-44a9-bd8c-05ec9344bde1,Zamperini,0,1,1,0,5895,9599,8,1,0
b1bfac55-5616-4004-9669-2e5acb5ec5e7,former,0,0,0,0,5909,9599,8,1,0
eeaf0d4e-592d-4f0b-97be-d1399476c494,mobster,0,0,0,0,5916,9599,8,1,0
89c67fbe-4059-4647-be92-4443f5a45e1a,J.,0,1,1,0,5924,9599,9334,1,0
b536fe55-075a-437e-8912-a690daeec616,Arthur,0,1,1,0,5927,9599,9334,1,0
a55eca3f-68de-4b8a-9ddb-62b755d4a613,Vaus,0,1,1,0,5934,9599,9334,1,0
09853d84-a0b2-4186-b4fa-d8546efeb7b8,.,0,0,0,0,5938,9599,9334,7,0
192d0bae-fe9f-43ab-9430-259429cd63e0,Other,0,1,1,0,5940,9599,9334,1,0
d3c97a20-673e-44b0-895a-fff2a10da17d,media,0,0,0,0,5946,9599,9334,5,0
c575d765-efa0-4c46-89ef-f5442a00ee4b,soon,0,0,0,0,5952,9599,9334,2,0
0f5a2378-d1e5-49cd-bbc6-efcfe486d5d3,joined,0,0,0,0,5957,9599,9334,1,0
a22cb190-bbdc-45d2-a966-b33164120ca9,countrywide,0,0,0,0,5968,9599,9334,1,0
82bf07b4-80ff-4cee-a16d-25a113fdfd7a,Graham,0,1,1,0,6007,9599,9334,36,0
4bb067d7-389f-4db7-8e3d-b347de8a189c,seemed,0,0,0,0,6014,9599,9334,1,0
254b560e-a739-4c2d-86e5-1c2bbae6587b,wielding,0,0,0,0,6027,9599,9334,1,0
bac2186f-ee44-4b53-8f94-ca67061d5147,revival,0,0,0,0,6040,9599,9334,2,0
1c6df61c-8e56-4cb8-ba54-8e646c86c976,sickle,0,0,0,0,6048,9599,9334,1,0
d8fdb86a-e406-4a4b-9691-c88579a3e6f6,one,0,0,0,0,6061,9599,9334,8,0
6d74f39d-08ad-450f-ba23-2301492b12d1,since,0,0,0,0,6065,9599,9334,1,0
dc1d9ad0-9962-4a82-9f2c-0ebbb8965669,Billy,0,1,1,0,6071,9599,9334,5,0
2d10f206-2aab-40c3-be6d-03197d6eb6d4,Sunday,0,1,1,0,6077,9599,9334,1,0
6feb5ef6-5823-4c54-9209-693263424759,wielded,0,0,0,0,6088,9599,9334,1,0
1a8587cf-d9e0-4db1-9134-bc2f893f6506,raved,0,0,0,0,6101,9599,9334,1,0
a21d8aa6-3a73-45eb-9b8c-eb9acda91ffa,Time,0,1,1,0,6107,9599,9334,1,0
75a1f524-00fb-4db8-ba28-f918d89c6a4a,magazine.,0,0,0,0,6112,9599,9334,1,0
8855362b-3ee4-4c76-a20b-038775278138,Life,0,1,1,0,6122,9599,9334,1,0
8739e470-a981-40dc-a156-80f20cf15e7e,magazine,0,0,0,0,6127,9599,9334,1,0
61505fe6-5766-4546-b12e-4c31ea6ceaa2,devoted,0,0,0,0,6136,9599,9334,1,0
c108855e-34bc-4120-9bb8-edaf5b133ee9,four,0,0,0,0,6144,9599,9334,1,0
6e01032c-55b4-440d-bc50-b356ce944259,pages,0,0,0,0,6149,9599,9334,1,0
41188ac8-e6f5-4759-b732-ef01d64203bf,young,0,0,0,0,6170,9599,9334,2,0
479ef40f-0a2e-4f08-9120-e1e362734373,Graham,0,1,1,0,6189,9599,9334,36,0
8089af0e-4705-47bd-9c82-f105c87ff92c,never,0,0,0,0,6196,9599,9334,4,0
236993e2-3da0-4378-a008-0deb0186cc72,fully,0,0,0,0,6202,9599,9334,1,0
204ca0ea-243a-4cbf-9228-5c8ae9ecdaa6,understood,0,0,0,0,6208,9599,9334,1,0
21d73406-73b2-47ba-8e3b-f7330b8493a5,Hearst,0,1,1,0,6223,9599,9334,5,0
c7d42a97-5d98-4e44-8bb5-071221d34bd3,engaged,0,0,0,0,6231,9599,9334,1,0
0fb6f684-baae-476a-be82-7d1afa33d91e,longtime,0,0,0,0,6244,9599,9334,3,0
e6e6aab4-c528-41d9-911c-c6ec413ae248,extramarital,0,0,0,0,6253,9599,9334,1,0
563962c9-063d-44a1-9252-3e9788a6d6c9,affair,0,0,0,0,6266,9599,9334,1,0
9e082a96-2389-49eb-9faf-e602cfb28b3e,even,0,0,0,0,6280,9599,9334,4,0
6d17081c-f8ab-4a88-82bd-021e59cb933a,longer,0,0,0,0,6285,9599,9334,1,0
8fab6b68-fed4-416f-a327-fed58bba85f6,dalliance,0,0,0,0,6292,9599,9334,1,0
1a6cc58c-49de-43ac-9210-fea10161a05b,dubious,0,0,0,0,6307,9599,9334,1,0
28dbce99-dd42-40a5-ac13-eaebaf145e0d,media,0,0,0,0,6315,9599,9334,5,0
3f0b6643-b8a0-4fdb-a1a0-a40b148a144f,decided,0,0,0,0,6329,9599,9334,2,0
67ad5b62-0ead-4b0a-bf1e-3499515058be,bestow,0,0,0,0,6340,9599,9334,1,0
301171cb-136e-429f-865a-c7ad82ec9cb4,considerable,0,0,0,0,6351,9599,9334,1,0
c218d5f5-7e5e-42b1-bd75-16ed80ef7a56,blessing,0,0,0,0,6364,9599,9334,1,0
a507ea6a-d99f-41c8-8306-6cb530477d2b,evangelist.,0,0,0,0,6380,9599,9334,1,0
d3077aff-4585-4a75-b9fb-654c9b899f0f,The,0,1,1,0,6392,9599,9334,6,0
2c55d013-7454-4e90-a071-0a6adcf71296,two,0,0,0,0,6396,9599,9334,3,0
b6bbb677-f7eb-408c-b3d0-a0d4976b1250,men,0,0,0,0,6400,9599,9334,1,0
cf476c18-3826-476b-ba32-72eccc512e4b,never,0,0,0,0,6404,9599,9334,4,0
56a1bf39-f83b-4938-87cb-84f158a88946,met.,0,0,0,0,6410,9599,9334,1,0
8da42744-e4e4-4fdc-af79-d7d9a4ccb32b,And,0,1,1,0,6415,9599,9334,1,0
bb41716e-489f-4a54-bc74-12850004dbde,Hearst,0,1,1,0,6419,9599,9334,5,0
b23139fb-c96b-4325-8e07-00d0dda7a76b,famously,0,0,0,0,6427,9599,9334,1,0
78aa1776-af75-4554-ad5f-2a110a648f3c,never,0,0,0,0,6447,9599,9334,4,0
c5850499-0782-4bce-9552-42cdc4e40b10,gave,0,0,0,0,6453,9599,9334,2,0
fe4074f3-f0b8-4bda-b08e-a6deeaaed27c,explanation.,0,0,0,0,6461,9599,9334,1,0
9a3a1eba-d3b1-4890-82a2-6147d47ebcba,Graham,0,1,1,0,6474,9599,9334,36,0
55b2aad9-955a-478f-944e-0900da4c5126,ardent,0,0,0,0,6483,9599,9334,1,0
b76f35c2-3fbe-49ae-be42-9d4e10b0fc40,likely,0,0,0,0,6505,9599,9334,1,0
895e580b-5a5f-4741-a521-19b48545a3a1,appealed,0,0,0,0,6512,9599,9334,1,0
5deb2de1-ff01-47fe-bbeb-6ec4d05f7f18,Hearst,0,1,1,0,6524,9599,9334,5,0
d882ce14-7ba1-41a0-8148-db7387ff3f9e,lots,0,0,0,0,6536,9599,9334,1,0
9868561b-94d5-4ed4-b234-65cb5bb635d7,preachers,0,0,0,0,6544,9599,9334,1,0
eeb30c5f-f86a-447c-a99c-856cd0a3953e,time,0,0,0,0,6561,9599,9334,2,0
92434f13-917a-478b-aa51-062679ae071f,warned,0,0,0,0,6566,9599,9334,1,0
8636b535-d8c7-4999-b1bf-c4f226e65322,Soviet,0,1,1,0,6580,9599,9334,1,0
48244ba2-8e06-452f-bd5f-7ca54f6b9151,said,0,0,0,0,6595,9599,9334,8,0
9d61bbf3-b1c7-4320-934e-2a22a64d95af,Martin,0,1,1,0,6600,9599,9334,6,0
018eab7c-e132-42b4-9b7e-504b671d6040,.,0,0,0,0,6606,9599,9334,7,0
33a0743e-fe73-475e-b6e2-35747061ad55,One,0,1,1,0,6608,9599,9334,1,0
f22ee534-1ba1-4863-a8e1-ec4e24fd5598,thing,0,0,0,0,6612,9599,9334,1,0
83381d4e-652e-4a73-8959-7b5e86778d69,The,0,1,1,0,6628,9599,9334,6,0
1d53059c-7cfc-4810-addc-bab41fb43a8a,publicity,0,0,0,0,6632,9599,9334,1,0
a166c8df-b273-42d9-b4b7-50ef9fabb9e7,campaign,0,0,0,0,6642,9599,9334,1,0
7d8e57d4-adeb-4390-b4d4-85c9762de5ec,catapulted,0,0,0,0,6651,9599,9334,1,0
a5ef9271-70e2-4be3-8f69-bb54f21ec74a,Graham,0,1,1,0,6662,9599,9334,36,0
0fd08543-fbd2-416d-9406-4074557c13c4,new,0,0,0,0,6676,9599,9334,1,0
b4bd913a-d031-4840-b38e-35ce231ac692,realm,0,0,0,0,6680,9599,9334,1,0
0b97c957-774e-43e8-a81a-4d63e14d1023,fame.,0,0,0,0,6689,9599,9334,1,0
55056802-2a4c-4eee-a6dd-c050e5f9a4ec,enormous,0,0,0,0,6706,9599,9334,1,0
f5d4371e-5bb3-41af-9283-114f31548ddd,said,0,0,0,0,6723,9599,9334,8,0
da88a74a-897b-47c4-9d41-0800ac733dea,Balmer,0,1,1,0,6728,9599,9334,3,0
b930f540-96b9-4c6c-812a-0b083336e3cb,reason,0,0,0,0,6753,9599,9334,1,0
ce0fb919-6d3c-40a0-9009-cd98cec7cd88,gave,0,0,0,0,6768,9599,9334,2,0
9123908c-2be8-4b64-9dd9-ed66da5a9f43,brought,0,0,0,0,6792,9599,9334,2,0
4be6726c-7ddf-4a2a-ad96-702e8931fe7c,money,0,0,0,0,6803,9599,9334,1,0
251bc85d-5fc1-4121-adcd-ce37cb8665b1,It,0,1,1,0,6827,9599,9334,2,0
ec993cc5-0da6-470e-9ef5-0c3dfd302d8e,also,0,0,0,0,6830,9599,9334,1,0
956026a3-ab41-45ce-88f7-c68c9202f16d,brought,0,0,0,0,6835,9599,9334,2,0
946ca85b-6f95-4e06-8131-fdacdfbff797,multitudes,0,0,0,0,6843,9599,9334,1,0
b66e1cab-38a1-4f1f-9d69-43832b80e83f,Canvas,0,1,1,0,6861,9599,9334,6,0
50476d59-1355-4597-8303-bfaa405fbef8,Cathedral.,0,1,1,0,6868,9599,9334,3,0
72e19fdc-ae28-44c7-a086-a4bc07ebebdc,Attendance,0,1,1,0,6879,9599,9334,1,0
9dd669a5-7bc3-4b31-8f45-350429c0d531,spiked,0,0,0,0,6890,9599,9334,1,0
7af57e9b-124a-4f88-956b-035ddc5f0d36,hundreds,0,0,0,0,6920,9599,9334,1,0
7ddf7f1d-99ee-4663-aaca-9813fa549047,thronged,0,0,0,0,6934,9599,9334,1,0
46c2acbe-1d60-4f4e-bfa8-ab878663e1cc,outside,0,0,0,0,6943,9599,9334,1,0
507ddaf6-0cac-4f51-831d-4f94cdbd15ca,tent.,0,0,0,0,6955,9599,9334,1,0
ffd9316f-a26d-47ab-ad37-b5a02dde9073,As,0,1,1,0,6961,9599,9334,3,0
f46bd96d-4796-4e65-93b2-a1b91a86a719,organizers,0,0,0,0,6964,9599,9334,3,0
367ee8b3-6580-4af9-a229-e92689f31b82,extended,0,0,0,0,6975,9599,9334,1,0
42aa34b2-9268-434c-94d5-ff424b79a6c8,crusade,0,0,0,0,6988,9599,9334,6,0
50cd500a-a293-497c-8660-09df4ad945dd,accommodate,0,0,0,0,6999,9599,9334,1,0
a41bca0f-ebea-4509-81f2-950e6f27f309,growing,0,0,0,0,7015,9599,9334,1,0
f9cd6622-5f12-4c85-b57a-88976b8b21f3,sign,0,0,0,0,7033,9599,9334,1,0
eeeb4978-2ecd-491d-8826-2778cdb86b8a,hoisted,0,0,0,0,7038,9599,9334,1,0
9dfc0472-b4ec-4445-9765-f35ac2a39056,marquee,0,0,0,0,7053,9599,9334,2,0
d2877a4a-c754-4320-b80f-45789e5570e4,Happening,0,1,1,0,7086,9599,9334,1,0
c4ebfc38-962f-42be-a0de-e6152a6f9ea4,CONTINUING,1,1,1,0,7104,9599,9334,1,0
f7f25e69-988b-4be4-b1cf-f4cf5c14972f,Another,0,1,1,0,7115,9599,9334,1,0
3d2edf6e-37a7-465f-892a-8ace5760c71b,But,0,1,1,0,7130,9599,9334,8,0
8caf48b1-3f4b-417f-8ac6-890ccb1c452d,even,0,0,0,0,7134,9599,9334,4,0
a53e549c-29ff-400b-b6cb-d99d20d99242,Graham,0,1,1,0,7139,9599,9334,36,0
a813cf7d-3df5-4763-a27e-5ff76210add5,quite,0,0,0,0,7153,9599,9334,1,0
9d7fc2a9-4b67-4bb9-961d-5e8738977cfd,know,0,0,0,0,7159,9599,9334,1,0
a436d7ca-2c15-4490-81a0-487946714daa,was.,0,0,0,0,7186,9599,9334,1,0
