Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genre,ltable_Score,ltable_Release Date,ltable_Rating,ltable_Directed By,ltable_Written By,ltable_Studio,rtable_Title,rtable_Genre,rtable_Score,rtable_Release Date,rtable_Rating,rtable_Directed By,rtable_Written By,rtable_Studio,label
94,94,A_0183,B_0560,Split,Horror;Thriller,73,2017-01-20,PG-13,M. Night Shyamalan,M. Night Shyamalan,Blinding Edge Pictures;Blumhouse Productions;Dentsu,Split,Drama;Horror;Mystery;Thriller,75,2017-01-20,PG-13,M. Night Shyamalan,M. Night Shyamalan,Universal Pictures,1
1087,1087,A_1628,B_1901,Life of the Party,Comedy,0,2018-05-11,PG-13,Ben Falcone,Ben Falcone;Melissa McCarthy,New Line Cinema;On the Day;Warner Bros.,Life of Riley,Drama,81,2014-10-24,NOT RATED,Alain Resnais,Alain Resnais;Alan Ayckbourn;Alex RÃ©val;Caroline Sihol;Jean-Marie Besset;Laurent Herbiet,Kino Lorber Films,0
353,353,A_0504,B_0175,The Lego Movie,Action;Adventure;Animation,78,2014-02-07,PG,Christopher Miller;Phil Lord,Christopher Miller;Phil Lord,LEGO System A/S;Lin Pictures;Warner Bros.,The Lego Ninjago Movie,Action;Adventure;Animation;Comedy;Family,54,2017-09-22,PG,Charlie Bean,Bob Logan;Hilary Winston;Paul Fisher,Warner Bros. Pictures,0
1992,1992,A_3079,B_0901,Teenage Mutant Ninja Turtles,Action;Adventure;Comedy,67,1990-03-30,PG,Steve Barron,Kevin Eastman;Peter Laird,888 Productions;Golden Harvest Company;Limelight Entertainment,Teenage Mutant Ninja Turtles: Out of the Shadows,Action;Adventure;Comedy;Fantasy;Sci-Fi,35,2016-06-03,PG-13,Dave Green,AndrÃÂ© Nemec;Josh Appelbaum;Josh Applebaum;Kevin Eastman;Peter Laird,Paramount Pictures,0
1564,1564,A_2430,B_2113,Witches of East End,Drama;Fantasy,76,1900-1-1,TV-14,,Maggie Friedman,Fox 21,"Norte, the End of History",Drama,91,2014-06-20,NOT RATED,Lav Diaz,Lav Diaz;Rody Vera,Cinema Guild,0
901,901,A_1331,B_2134,Sin City,Thriller,80,2005-04-01,R,Frank Miller;Robert Rodriguez,Frank Miller,Dimension Films;Troublemaker Studios,Frank Miller's Sin City: A Dame to Kill For,Action;Adventure;Mystery;Thriller,43,2014-08-22,R,Frank Miller (II);Robert Rodriguez,Frank Miller (II);William Monahan,Dimension Films,0
1344,1344,A_2007,B_2107,Planet of the Apes,Adventure;Sci-Fi,80,1968-04-03,G,Franklin J. Schaffner,Michael Wilson;Rod Serling,APJAC Productions;Twentieth Century Fox,Dawn Of The Planet Of The Apes,Action;Adventure;Drama;Fantasy;Sci-Fi,90,2014-07-11,PG-13,Matt Reeves,Amanda Silver;Mark Bomback;Rick Jaffa,20th Century Fox,0
456,456,A_0670,B_0839,The Legend of Tarzan,Action;Adventure;Drama,63,2016-07-01,PG-13,David Yates,Adam Cozad;Craig Brewer,Jerry Weintraub Productions;RatPac-Dune Entertainment;Village Roadshow Pictures,The Legend of Tarzan,Action;Adventure,36,2016-07-01,PG-13,David Yates (II),Adam Cozad;Craig Brewer,Lionsgate Pictures,1
1256,1256,A_1872,B_1680,Me Before You,Drama;Romance,74,2016-06-03,PG-13,Thea Sharrock,Jojo Moyes;Jojo Moyes,Metro-Goldwyn-Mayer (MGM);New Line Cinema;Sunswept Entertainment,Before You Know It,Documentary,79,2014-05-30,NOT RATED,PJ Raval,,The Film Collaborative,0
1511,1511,A_2307,B_2143,All Good Things,Drama;Mystery,63,2010-12-09,R,Andrew Jarecki,Marc Smerling;Marcus Hinchey,Groundswell Productions;Hit The Ground Running Films,All Things To All Men,Drama;Mystery;Thriller,25,1900-1-1,NOT RATED,George Isaac,George Isaac,Screen Media Films,0
956,956,A_1445,B_0641,Silence,Adventure;Documentary;Drama,72,2017-01-13,R,Martin Scorsese,Jay Cocks;Martin Scorsese,Cappa Defina Productions;CatchPlay;Emmett/Furla/Oasis Films (EFO Films),Silence,Drama,84,2017-01-13,R,Martin Scorsese,Jay Cocks;Martin Scorsese,Paramount Pictures,1
1388,1388,A_2098,B_1885,Don't Be Afraid of the Dark,Fantasy;Horror;Thriller,56,2011-08-26,R,Troy Nixey,Guillermo del Toro;Matthew Robbins,FilmDistrict;Miramax;Necropia,Out Of The Dark,Horror;Mystery;Thriller,24,2015-02-27,R,LluÃ­s QuÃ­lez,Alex Pastor;David Pastor;Javier GullÃ³n,Vertical Entertainment,0
1747,1747,A_2712,B_0436,Naya Legend of the Golden Dolphin,Action;Adventure;Animation,0,2019,NOT RATED,Jonathon Kay,Joaquim Guedes;Katie Ford,Magic Factory Productions,The Legend of Ben Hall,Action;Adventure;Drama;Western,50,2016-12-16,NOT RATED,Matthew Holmes (VI),Matthew Holmes (VI),Vega Baby Releasing & Sony Pictures Home Entertain,0
288,288,A_0436,B_0152,It,Drama;Horror;Mystery,69,1900-1-1,TV-14,,,Green/Epstein Productions;Konigsberg/Sanitsky Company;Lorimar Television,It,Drama;Horror;Mystery;Thriller,85,2017-09-08,R,Andy Muschietti,Cary Joji Fukunaga;Chase Palmer;Gary Dauberman,Warner Bros. Pictures,1
798,798,A_1160,B_0691,Edge of Tomorrow,Action;Adventure;Sci-Fi,79,2014-06-06,PG-13,Doug Liman,Christopher McQuarrie;Jez Butterworth,RatPac-Dune Entertainment;Village Roadshow Pictures;Warner Bros.,The Edge of Seventeen,Comedy;Drama,95,2016-11-18,R,Kelly Fremon Craig,Kelly Fremon Craig,STX Entertainment,0
980,980,A_1465,B_2196,Life of Pi,Adventure;Drama;Fantasy,79,2012-11-21,PG,Ang Lee,David Magee;Yann Martel,Dune Entertainment;Fox 2000 Pictures;Ingenious Media,Life Of Crime,Comedy;Drama,65,2014-08-29,R,Daniel Schechter,Daniel Schechter,Roadside Atrractions,0
2013,2013,A_3101,B_2037,Field of Dreams,Drama;Family;Fantasy,75,1989-05-05,PG,Phil Alden Robinson,Phil Alden Robinson;W.P. Kinsella,Gordon Company,The Kingdom of Dreams and Madness,Documentary,92,2014-11-28,NOT RATED,Mami Sunada,Mami Sunada,GKIDS,0
1443,1443,A_2194,B_2761,Romeo + Juliet,Drama;Romance,68,1996-11-01,PG-13,Baz Luhrmann,Craig Pearce;William Shakespeare,Bazmark Films;Twentieth Century Fox,Romeo and Juliet,Drama;Romance,23,2013-10-11,PG-13,Carlo Carlei,Julian Fellowes,Relativity Media,0
1066,1066,A_1627,B_1083,Tourism Australia: Dundee - The Son of a Legend Returns Home,Comedy,82,2018-02-04,NOT RATED,Steve Rogers,,Rimfire Films,PelÃÂ©: Birth of a Legend,Drama;Sport,25,2016-05-13,PG,Jeff Zimbalist;Michael Zimbalist,Jeff Zimbalist;Michael Zimbalist,,0
788,788,A_1134,B_2885,Now You See Me 2,Action;Adventure;Comedy,65,2016-06-10,PG-13,Jon M. Chu,Ed Solomon;Ed Solomon,K/O Paper Products;Summit Entertainment;TIK Film,Despicable Me 2,Animation;Comedy;Family,74,2013-07-03,PG,Chris Renaud;Pierre Coffin,Cinco Paul;Ken Daurio,Universal Pictures,0
1673,1673,A_2641,B_0836,Independence Day,Action;Adventure;Sci-Fi,70,1996-07-03,PG-13,Roland Emmerich,Dean Devlin;Roland Emmerich,Centropolis Entertainment;Twentieth Century Fox,Independence Day: Resurgence,Action;Adventure;Drama;Fantasy;Sci-Fi,31,2016-06-24,PG-13,Roland Emmerich,Dean Devlin;James A. Woods;James Vanderbilt;Jamie Vanderbilt;Nicolas Wright;Roland Emmerich,20th Century Fox,0
695,695,A_0983,B_0849,Lights Out,Horror,63,2016-07-22,PG-13,David F. Sandberg,David F. Sandberg;Eric Heisserer,Grey Matter Productions;New Line Cinema;RatPac-Dune Entertainment,Lights Out,Horror,76,2016-07-22,PG-13,David F. Sandberg,Eric Heisserer,RatPac-Dune Entertainment,1
1424,1424,A_2170,B_1456,Dragon Ball: Doragon bôru,Action;Adventure;Animation,86,1900-1-1,TV-Y7,,,"Bird Studio, The;Toei Animation;Toei Company",Dragon Ball Z: Resurrection 'F',Action;Adventure;Animation;Fantasy;Sci-Fi,81,2015-08-04,NOT RATED,Tadayoshi Yamamuro,Akira Toriyama,FUNimation Films,0
665,665,A_0940,B_0869,The Purge: Election Year,Action;Horror;Sci-Fi,60,2016-07-01,R,James DeMonaco,James DeMonaco,Blumhouse Productions;Platinum Dunes;Universal Pictures,The Purge: Election Year,Action;Adventure;Horror;Mystery;Thriller,53,2016-07-01,R,James DeMonaco,James DeMonaco,Universal Pictures,1
1419,1419,A_2153,B_0428,The Boss Baby 2,Animation;Comedy;Family,0,2021-03-26,NOT RATED,,Marla Frazee,DreamWorks Animation,The Boss Baby,Animation;Comedy;Family,52,2017-03-31,PG,Tom McGrath,Michael McCullers,DreamWorks Animation,0
1134,1134,A_1716,B_1409,G.I. Joe: The Rise of Cobra,Action;Adventure;Sci-Fi,58,2009-08-07,PG-13,Stephen Sommers,David Elliot;Stuart Beattie,Hasbro;Paramount Pictures;Spyglass Entertainment,Mr. Dynamite: The Rise of James Brown,Documentary;Musical,100,1900-1-1,NOT RATED,Alex Gibney,,,0
260,260,A_0396,B_0429,Kong: Skull Island,Action;Adventure;Fantasy,67,2017-03-10,PG-13,Jordan Vogt-Roberts,Dan Gilroy;Max Borenstein,Legendary Entertainment;Tencent Pictures;Warner Bros.,Kong: Skull Island,Action;Adventure;Fantasy;Mystery;Sci-Fi;Thriller,75,2017-03-10,PG-13,Jordan Vogt-Roberts,Dan Gilroy;Derek Connolly;Max Borenstein,Warner Bros. Pictures/Legendary Pictures,1
1214,1214,A_1812,B_2009,Justice League Unlimited,Action;Adventure;Animation,89,1900-1-1,NOT RATED,,Jack Kirby,DC Comics;Warner Bros. Animation,Justice League: Throne Of Atlantis,Action;Adventure;Animation,40,1900-1-1,PG-13,Ethan Spaulding,Heath Corson,Warner Home Video,0
795,795,A_1154,B_1890,The Hunger Games: Mockingjay - Part 2,Action;Adventure;Sci-Fi,65,2015-11-20,PG-13,Francis Lawrence,Danny Strong;Peter Craig,Color Force;Lionsgate;Studio Babelsberg,The Hunger Games: Mockingjay - Part 1,Action;Adventure;Drama;Fantasy;Sci-Fi,66,2014-11-21,PG-13,Francis Lawrence,Danny Strong;Peter Craig,Lionsgate Films,0
5,5,A_0012,B_0001,Justice League,Action;Adventure;Fantasy,68,2017-11-17,PG-13,Zack Snyder,Chris Terrio;Joss Whedon,Atlas Entertainment;Cruel & Unusual Films;DC Comics,Justice League,Action;Adventure;Drama;Fantasy;Sci-Fi,40,2017-11-17,PG-13,Zack Snyder,Chris Terrio;Joss Whedon,Warner Bros. Pictures,1
673,673,A_0953,B_1175,Hush,Horror;Thriller,66,2016-04-08,R,Mike Flanagan,Kate Siegel;Mike Flanagan,Blumhouse Productions;Intrepid Pictures,Hush,Horror,94,1900-1-1,R,Mike Flanagan,Kate Siegel;Mike Flanagan,,1
1895,1895,A_2930,B_0323,Open Water,Adventure;Drama;Horror,57,2004-08-20,R,Chris Kentis,Chris Kentis,Plunge Pictures LLC,Open Water 3: Cage Dive,Drama;Horror,25,2017-08-11,R,Gerald Rascionato,Gerald Rascionato,,0
683,683,A_0968,B_0171,Jeepers Creepers,Horror;Mystery,61,2001-08-31,R,Victor Salva,Victor Salva,American Zoetrope;Cinerenta-Cinebeta;United Artists,Jeepers Creepers 3,Drama;Horror,20,2017-09-26,NOT RATED,Victor Salva,Victor Salva,,0
2021,2021,A_3131,B_0895,Cat People,Fantasy;Horror;Thriller,61,1982-04-02,R,Paul Schrader,Alan Ormsby;DeWitt Bodeen,RKO Pictures;Universal Pictures,Cat People (1942),Drama;Horror;Romance,93,1942-12-06,R,Jacques Tourneur,DeWitt Bodeen,,0
1752,1752,A_2712,B_1907,Naya Legend of the Golden Dolphin,Action;Adventure;Animation,0,2019,NOT RATED,Jonathon Kay,Joaquim Guedes;Katie Ford,Magic Factory Productions,TinkerBell and the Legend of the NeverBeast,Action;Adventure;Animation;Family,74,1900-1-1,G,Steve Loter,Kate Kondell;Mark McCorkle;Robert Schooley;Steve Loter;Tom Rogers,DisneyToon Studios,0
1613,1613,A_2542,B_0715,The Light Between Oceans,Drama;Romance,72,2016-09-02,PG-13,Derek Cianfrance,Derek Cianfrance;M.L. Stedman,DreamWorks;Heyday Films;LBO Productions (II),The Light Between Oceans,Drama;Romance,59,2016-09-02,PG-13,Derek Cianfrance,Derek Cianfrance,,1
496,496,A_0717,B_0649,Beauty and the Beast,Drama;Horror;Romance,72,1900-1-1,TV-14,,Jennifer Levin;Ron Koslow;Sherri Cooper-Landsman,CBS Television Studios;Take 5 Productions;Whizbang Films,Beauty And The Beast (La belle et la bÃÂªte),Fantasy;Mystery;Romance;Sci-Fi;Thriller,33,2016-09-23,PG-13,Christophe Gans,Christophe Gans;Sandra Vo-Anh,,0
343,343,A_0492,B_1303,Hotel Transylvania 3: Summer Vacation,Animation;Comedy;Family,0,2018-07-13,NOT RATED,Genndy Tartakovsky,Genndy Tartakovsky;Michael McCullers,Columbia Pictures;Media Rights Capital (MRC);Sony Pictures Animation,Hotel Transylvania 2,Animation,55,2015-09-25,PG,Genndy Tartakovsky,Adam Sandler;Robert Smigel,Sony Pictures,0
342,342,A_0484,B_2885,Despicable Me,Adventure;Animation;Comedy,77,2010-07-09,PG,Chris Renaud;Pierre Coffin,Cinco Paul;Ken Daurio,Illumination Entertainment;Universal Pictures,Despicable Me 2,Animation;Comedy;Family,74,2013-07-03,PG,Chris Renaud;Pierre Coffin,Cinco Paul;Ken Daurio,Universal Pictures,0
606,606,A_0884,B_0750,Suicide Squad 2,Action;Adventure;Fantasy,0,1900-1-1,NOT RATED,Gavin O'Connor,Adam Cozad;Gavin O'Connor,Atlas Entertainment;DC Comics;DC Entertainment,Suicide Squad,Action;Adventure,26,2016-08-05,PG-13,David Ayer,David Ayer,Warner Bros. Pictures,0
2022,2022,A_3132,B_1316,Paranormal Activity,Horror;Mystery;Thriller,63,2009-10-16,R,Oren Peli,Oren Peli,Blumhouse Productions;Solana Films,Paranormal Activity: The Ghost Dimension,Horror,14,2015-10-23,R,Gregory Plotkin,Adam Robitel;Andrew Stark;Gavin Heffernan;Jason Pagan;Oren Peli,Paramount Pictures,0
1017,1017,A_1550,B_0365,Cloudy with a Chance of Meatballs 2,Action;Adventure;Animation,64,2013-09-27,PG,Cody Cameron;Kris Pearn,Erica Rivinoja;John Francis Daley,Columbia Pictures;Sony Pictures Animation,Guardians of the Galaxy Vol. 2,Action;Adventure;Comedy;Fantasy;Sci-Fi,83,2017-05-05,PG-13,James Gunn (II),James Gunn (II),Walt Disney Pictures,0
1369,1369,A_2068,B_1297,Fantastic Four: Rise of the Silver Surfer,Action;Adventure;Fantasy,56,2007-06-15,PG,Tim Story,Don Payne;Mark Frost,Constantin Film;Marvel Studios;Twentieth Century Fox,All Things Must Pass: The Rise and Fall of Tower Records,Documentary;Musical,94,2015-10-16,NOT RATED,Colin Hanks,Steve Stevens;Steven Leckart,,0
168,168,A_0281,B_0436,King Arthur: Legend of the Sword,Action;Adventure;Drama,68,2017-05-12,PG-13,Guy Ritchie,Guy Ritchie;Joby Harold,Village Roadshow Pictures;Warner Bros.;Weed Road Pictures,The Legend of Ben Hall,Action;Adventure;Drama;Western,50,2016-12-16,NOT RATED,Matthew Holmes (VI),Matthew Holmes (VI),Vega Baby Releasing & Sony Pictures Home Entertain,0
1671,1671,A_2624,B_1441,Paper Towns,Drama;Mystery;Romance,63,2015-07-24,PG-13,Jake Schreier,Michael H. Weber;Scott Neustadter,Fox 2000 Pictures;Temple Hill Entertainment,Paper Towns,Drama,56,2015-07-24,PG-13,Jake Schreier,Michael H. Weber;Scott Neustadter,20th Century Fox,1
1048,1048,A_1599,B_0290,Shot Caller,Drama;Thriller,74,2017-08-18,R,Ric Roman Waugh,Ric Roman Waugh,Bold Films;DirecTV;Participant Media,Shot Caller,Action;Adventure;Drama,63,2017-08-18,R,Ric Roman Waugh,Ric Roman Waugh,Saban Films,1
1031,1031,A_1575,B_0769,Nausicaä of the Valley of the Wind,Adventure;Animation;Fantasy,81,1984-03-11,PG,Hayao Miyazaki,Hayao Miyazaki;Hayao Miyazaki,Hakuhodo;Nibariki;Tokuma Shoten,In a Valley of Violence,Action;Adventure;Western,77,2016-10-21,R,Ti West,Ti West,Blumhouse Productions,0
559,559,A_0791,B_0630,Patriots Day,Documentary;Drama,74,2017-01-13,R,Peter Berg,Matt Cook;Peter Berg,Bluegrass Films;CBS Films;Closest to the Hole Productions,Patriots Day,Drama,81,2017-01-13,R,Peter Berg,Joshua Zetumer;Matt Cook;Peter Berg,CBS Films,1
1217,1217,A_1824,B_0750,Suicide Squad: Hell to Pay,Action;Animation,0,2018-03-27,R,Sam Liu,Alan Burnett;John Ostrander,DC Entertainment,Suicide Squad,Action;Adventure,26,2016-08-05,PG-13,David Ayer,David Ayer,Warner Bros. Pictures,0
711,711,A_1015,B_2435,The Lion King 2: Simba's Pride,Adventure;Animation;Family,65,1998-10-26,G,Darrell Rooney;Rob LaDuca,Cindy Marcus;Flip Kobler,Disneytoon Studios;Walt Disney Animation Australia;Walt Disney Pictures,Warrior King 2 (The Protector 2),Action;Adventure;Film-Noir,19,2014-05-02,R,Andrei Popov;Prachya Pinkaew,Ekasith Thairat,Magnolia Pictures,0
1358,1358,A_2041,B_2889,Austin Powers: International Man of Mystery,Adventure;Comedy,70,1997-05-02,PG-13,Jay Roach,Mike Myers,Capella International;Eric's Boy;Juno Pix,Man of Tai Chi,Action;Adventure,71,2013-11-01,R,Keanu Reeves,Keanu Reeves;Michael Cooney;Michael G. Cooney,Radius-TWC,0
958,958,A_1447,B_0366,The Last of the Mohicans,Action;Adventure;Drama,78,1992-09-25,R,Michael Mann,James Fenimore Cooper;John L. Balderston,Morgan Creek Entertainment Group,Goon: Last of the Enforcers,Comedy,42,2017-09-01,R,Jay Baruchel,Jay Baruchel;Jesse Chabot,Momentum Pictures,0
1830,1830,A_2860,B_2506,RoboCop,Action;Sci-Fi,75,1987-07-17,R,Paul Verhoeven,Edward Neumeier;Michael Miner,Orion Pictures,RoboCop,Action;Adventure;Fantasy;Sci-Fi,49,2014-02-12,PG-13,JosÃ© Padilha,Ed Neumeier;Joshua Zetumer;Michael Miner;Nick Schenk,Sony Pictures Releasing,1
2025,2025,A_3134,B_0517,Journey to the West,Action;Adventure;Comedy,68,2013-02-07,PG-13,Chi-kin Kwok;Stephen Chow,Chi-kin Kwok;Stephen Chow,Bingo Movie Development;China Film Group;Huayi Brothers Media,Journey to the West: The Demons Strike Back,Action;Adventure;Comedy;Fantasy;Sci-Fi,55,2017-02-03,PG-13,Hark Tsui,Hark Tsui;Lee Si Zhen Kelvin;Stephen Chow,,0
1332,1332,A_1978,B_1127,National Treasure: Book of Secrets,Action;Adventure;Family,65,2007-12-21,PG,Jon Turteltaub,Cormac Wibberley;Marianne Wibberley,Jerry Bruckheimer Films;Junction Entertainment;Walt Disney Pictures,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Documentary,87,2015-09-25,NOT RATED,Douglas Tirola,,Magnolia Pictures,0
39,39,A_0057,B_0008,Lady Bird,Comedy;Drama,76,2017-12-01,R,Greta Gerwig,Greta Gerwig,Entertainment 360;IAC Films;Scott Rudin Productions,Lady Bird,Comedy;Drama,99,2017-11-03,R,Greta Gerwig,Greta Gerwig,A24,1
492,492,A_0712,B_0789,The Descent: Part 2,Adventure;Horror;Thriller,58,2009-12-02,R,Jon Harris,J Blakeson;James McCarthy,Celador Films,Attack On Titan: Part 2 (Shingeki no kyojin endo obu za warudo),Action;Adventure;Drama;Fantasy;Horror;Sci-Fi,57,2015-10-20,NOT RATED,Shinji Higuchi,Tomohiro Machiyama;Yusuke Watanabe,,0
1355,1355,A_2041,B_0823,Austin Powers: International Man of Mystery,Adventure;Comedy,70,1997-05-02,PG-13,Jay Roach,Mike Myers,Capella International;Eric's Boy;Juno Pix,The True Memoirs of an International Assassin,Action;Adventure;Comedy,0,2016-11-11,NOT RATED,Jeff Wadlow,Jeff Morris;Jeff Wadlow,,0
605,605,A_0883,B_0727,Wonderstruck,Drama;Family;Mystery,63,2017-10-20,PG,Todd Haynes,Brian Selznick;Brian Selznick,Amazon Studios;Cinetic Media;FilmNation Entertainment,Wonderstruck,Drama,69,2017-10-20,PG,Todd Haynes,Brian Selznick,Amazon Studios and Roadside Attractions,1
1169,1169,A_1743,B_0813,Percy Jackson: Sea of Monsters,Adventure;Family;Fantasy,59,2013-08-07,PG,Thor Freudenthal,Marc Guggenheim;Rick Riordan,Fox 2000 Pictures;Sunswept Entertainment;TSG Entertainment,The Sea of Trees,Drama,11,2016-08-26,PG-13,Gus Van Sant,Chris Sparling,,0
891,891,A_1310,B_2324,The SpongeBob Movie: Sponge Out of Water,Adventure;Animation;Comedy,60,2015-02-06,PG,Mike Mitchell;Paul Tibbitt,Glenn Berger;Jonathan Aibel,Nickelodeon Movies;Paramount Animation;United Plankton Pictures,Out of the Clear Blue Sky,Documentary,90,2013-09-06,NOT RATED,Danielle Gardner,Danielle Gardner,Area 23a,0
1007,1007,A_1525,B_2032,Annabelle,Horror;Mystery;Thriller,54,2014-10-03,R,John R. Leonetti,Gary Dauberman,Atomic Monster;Evergreen Media Group;New Line Cinema,Annabelle,Horror,29,2014-10-03,R,John R. Leonetti,Gary Dauberman,New Line Cinema,1
1722,1722,A_2689,B_1489,Poltergeist,Horror;Thriller,49,2015-05-22,PG-13,Gil Kenan,David Lindsay-Abaire;Steven Spielberg,Fox 2000 Pictures;Ghost House Pictures;Metro-Goldwyn-Mayer (MGM),Poltergeist,Horror,32,2015-05-22,PG-13,Gil Kenan,David Lindsay-Abaire;Steven Spielberg,20th Century Fox,1
1876,1876,A_2905,B_1414,House at the End of the Street,Drama;Horror;Thriller,56,2012-09-21,PG-13,Mark Tonderai,David Loucka;Jonathan Mostow,A Bigger Boat;FilmNation Entertainment;Relativity Media,The End Of The Tour,Drama,91,2015-07-31,R,James Ponsoldt,Donald Margulies,A24 Films,0
1019,1019,A_1550,B_1992,Cloudy with a Chance of Meatballs 2,Action;Adventure;Animation,64,2013-09-27,PG,Cody Cameron;Kris Pearn,Erica Rivinoja;John Francis Daley,Columbia Pictures;Sony Pictures Animation,ABCs of Death 2,Horror,77,2014-10-31,NOT RATED,Ahron Keshales;Alejandro BruguÃ©s;Alexandre Bustillo;Bill Plympton;Bruno Samper;Chris Nash;Dennison Ramalho;Erik Matti;Evan Katz;Hajime Ohata;Jen Soska;Jerome Sable;Jim Hosking;Juan MartÃ­nez Moreno;Julian Barratt;Julian Gilbey;Julien Maury;Kristina Buozyte;Lancelot Oduwa Imasuen;Larry Fessenden;Marvin Kren;Navot Papushado;Rob Boocheck;Robert Morgan;Rodney Ascher;Steven Kostanski;Sylvia Soska;SÃ´ichi Umezawa;Todd Rohal;Vincenzo Natali,,Magnet Releasing,0
1733,1733,A_2709,B_0676,In This Corner of the World,Animation;Drama;Family,79,2016-11-12,PG-13,Sunao Katabuchi,Fumiyo Kono;Sunao Katabuchi,Genco;Mappa,I don't feel at home in this world anymore.,Drama;Mystery;Thriller,88,2017-02-24,NOT RATED,Macon Blair,Macon Blair,Film Science,0
662,662,A_0936,B_1341,Pan,Adventure;Family;Fantasy,58,2015-10-09,PG,Joe Wright,J.M. Barrie;Jason Fuchs,Berlanti Productions;RatPac-Dune Entertainment;Warner Bros.,Pan,Action;Adventure;Fantasy;Sci-Fi,27,2015-10-09,PG,Joe Wright,Jason Fuchs,Warner Bros.,1
599,599,A_0860,B_1180,The Hunger Games: Catching Fire,Action;Adventure;Mystery,75,2013-11-22,PG-13,Francis Lawrence,Michael Arndt;Simon Beaufoy,Color Force;Lionsgate,The Hunger Games: Mockingjay - Part 2,Action;Adventure;Drama;Fantasy;Sci-Fi,70,2015-11-20,PG-13,Francis Lawrence,Danny Strong;Peter Craig;Suzanne Collins,Lionsgate Films,0
1920,1920,A_2950,B_0064,Legend of the Guardians: The Owls of Ga'Hoole,Action;Adventure;Animation,70,2010-09-24,PG,Zack Snyder,Emil Stern;John Orloff,Animal Logic;Village Roadshow Pictures;Warner Bros.,7 Guardians of the Tomb,Action;Adventure,0,2018-02-23,NOT RATED,Kimble Rendall,Kimble Rendall;Paul Staheli,,0
53,53,A_0080,B_2963,The Death of Stalin,Comedy,72,2018-03-09,R,Armando Iannucci,Armando Iannucci;David Schneider,Gaumont;Main Journey;Quad Productions,In Search of Blind Joe Death: The Saga of John Fahey,Documentary;Musical,100,2013-08-16,NOT RATED,James Cullingham,James Cullingham,First Run Features,0
853,853,A_1252,B_0737,Attack of the Southern Fried Zombies,Comedy;Horror,53,2018-03-13,NOT RATED,Mark Newton,Christian Hokenson;Christian Hokenson,FilmQuake;Movie Magic and Entertainment,Attack of the Lederhosen Zombies,Comedy;Horror,50,2017-01-13,NOT RATED,Dominik Hartl,Armin Prediger;Dominik Hartl,,0
723,723,A_1035,B_1409,Rise of the Guardians,Adventure;Animation;Family,73,2012-11-21,PG,Peter Ramsey,David Lindsay-Abaire;William Joyce,DreamWorks Animation,Mr. Dynamite: The Rise of James Brown,Documentary;Musical,100,1900-1-1,NOT RATED,Alex Gibney,,,0
258,258,A_0393,B_2929,Shadowhunters: The Mortal Instruments,Action;Fantasy;Romance,65,1900-1-1,TV-14,,Ed Decter,Constantin Film;Don Carmody Television;Unique Features,The Mortal Instruments: City of Bones,Action;Adventure;Drama;Fantasy;Sci-Fi,13,2013-08-21,PG-13,Harald Zwart,I. Marlene King;Jessica Postigo Paquette,Sony Pictures,0
423,423,A_0646,B_1931,Robin Hood,Adventure,0,2018-11-21,PG-13,Otto Bathurst,Joby Harold,Appian Way;Lionsgate;Safehouse Pictures,The Last Of Robin Hood,Drama,30,2014-08-29,R,Richard Glatzer;Wash Westmoreland,Richard Glatzer;Wash Westmoreland,IDP/Samuel goldwyn Films,0
1164,1164,A_1736,B_2113,Pirates of the Caribbean: At World's End,Action;Adventure;Fantasy,71,2007-05-25,PG-13,Gore Verbinski,Ted Elliott;Terry Rossio,Jerry Bruckheimer Films;Second Mate Productions;Walt Disney Pictures,"Norte, the End of History",Drama,91,2014-06-20,NOT RATED,Lav Diaz,Lav Diaz;Rody Vera,Cinema Guild,0
1543,1543,A_2411,B_1358,Queen of the Damned,Drama;Fantasy;Horror,53,2002-02-22,R,Michael Rymer,Anne Rice;Scott Abbott,NPV Entertainment;Village Roadshow Pictures;Warner Bros.,Queen of Earth,Drama;Mystery;Thriller,92,2015-08-26,NOT RATED,Alex Ross Perry,Alex Ross Perry,,0
472,472,A_0679,B_1353,Knock Knock,Drama;Horror;Thriller,49,2015-10-09,R,Eli Roth,Eli Roth;Nicol�s L�pez,Black Bear Pictures;Camp Grey;Dragonfly Entertainment,Knock Knock,Drama;Horror;Mystery;Thriller,35,2015-10-09,R,Eli Roth,Eli Roth;Guillermo Amoedo;NicolÃÂ¡s LÃÂ³pez (III),Lionsgate Premiere,1
14,14,A_0019,B_0382,La casa de papel,Action;Mystery,88,1900-1-1,TV-MA,,�lex Pina,Vancouver Media,The Queen of Spain (La reina de EspaÃÂ±a),Comedy;Drama;Film-Noir,29,2017-08-18,NOT RATED,Fernando Trueba,Fernando Trueba,,0
857,857,A_1255,B_2700,Day of the Dead: Bloodline,Horror,34,2018-01-05,R,Hèctor Hernández Vicens,Lars Jacobson;Mark Tonderai,Nu Boyana Film Studios,Day of the Flowers,Comedy;Drama;Romance,58,1900-1-1,NOT RATED,John Roberts,Eirene Houston,,0
