Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genre,ltable_Score,ltable_Release Date,ltable_Rating,ltable_Directed By,ltable_Written By,ltable_Studio,rtable_Title,rtable_Genre,rtable_Score,rtable_Release Date,rtable_Rating,rtable_Directed By,rtable_Written By,rtable_Studio,label
1746,1746,A_2712,B_0407,Naya Legend of the Golden Dolphin,Action;Adventure;Animation,0,2019,NOT RATED,Jonathon Kay,Joaquim Guedes;Katie Ford,Magic Factory Productions,King Arthur: Legend Of The Sword,Action;Adventure;Drama,29,2017-05-12,PG-13,Guy Ritchie,Guy Ritchie;Joby Harold;Lionel Wigram,Warner Bros. Pictures,0
261,261,A_0399,B_0331,The Mummy,Action;Adventure;Fantasy,55,2017-06-09,PG-13,Alex Kurtzman,Christopher McQuarrie;David Koepp,Dark Universe;Dentsu;Universal Pictures,The Mummy,Action;Adventure;Drama;Horror,16,2017-06-09,PG-13,Alex Kurtzman,Christopher McQuarrie;David Koepp;Dylan Kussman,Universal,1
694,694,A_0982,B_1041,Carnage Park,Action;Horror,49,2016-07-01,NOT RATED,Mickey Keating,Mickey Keating,Diablo Entertainment (II),Carnage Park,Mystery;Thriller,61,2016-07-01,NOT RATED,Mickey Keating,Mickey Keating,,1
1271,1271,A_1891,B_2995,Talladega Nights: The Ballad of Ricky Bobby,Action;Comedy;Sport,66,2006-08-04,PG-13,Adam McKay,Adam McKay;Will Ferrell,Apatow Productions;Columbia Pictures;Relativity Media,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary,90,2013-04-17,NOT RATED,Alan Edelstein;Molly Bernstein,,Kino Lorber Films,0
971,971,A_1465,B_0321,Life of Pi,Adventure;Drama;Fantasy,79,2012-11-21,PG,Ang Lee,David Magee;Yann Martel,Dune Entertainment;Fox 2000 Pictures;Ingenious Media,The Death and Life of Marsha P. Johnson,Documentary,96,2017-10-06,NOT RATED,David France,David France;Mark Blaney,Netflix,0
847,847,A_1226,B_2790,A Nightmare on Elm Street,Fantasy;Horror;Thriller,0,1900-1-1,NOT RATED,,David Leslie Johnson,New Line Cinema,Never Sleep Again: The Elm Street Legacy (2010),Documentary;Musical;Television,100,2010-01-01,NOT RATED,Andrew Kasch;Daniel Farrands,Thommy Hutson,Image Entertainment,0
1120,1120,A_1697,B_2267,Transformers: Dark of the Moon,Action;Adventure;Sci-Fi,63,2011-06-29,PG-13,Michael Bay,Ehren Kruger,Di Bonaventura Pictures;Hasbro;Paramount Pictures,Transformers: Age of Extinction,Action;Adventure;Fantasy;Sci-Fi,18,2014-06-27,PG-13,Michael Bay,Ehren Kruger,Paramount Pictures,0
1786,1786,A_2742,B_0455,Resident Evil: Vendetta,Action;Adventure;Animation,63,2017-05-27,R,Alexander Von David;Takanori Tsujimoto,Joe McClean;Makoto Fukami,Capcom Company;Marza Animation Planet,Resident Evil: Vendetta,Animation;Mystery;Thriller,50,2017-06-19,R,Takanori Tsujimoto,Makoto Fukami,,1
1402,1402,A_2112,B_2347,The Return of the Living Dead,Comedy;Horror,73,1985-08-16,R,Dan O'Bannon,John A. Russo;Rudy Ricci,Cinema '84/Greenberg Brothers Partnership;Fox Films Ltd.;Hemdale,Legends of Oz: Dorothy's Return,Animation;Family;Musical,16,2014-05-09,PG,Dan St. Pierre;Daniel St. Pierre;Will Finn,Adam Balsam;Barry Glasser;Randi Barnes,Clarius Entertainment,0
1591,1591,A_2484,B_1981,Tale of Tales,Drama;Fantasy;Horror,64,2016-04-22,R,Matteo Garrone,Edoardo Albinati;Giambattista Basile,Archimede;Le Pacte;Rai Cinema,Tales of the Night,Animation;Fantasy;Sci-Fi,79,2012-09-26,NOT RATED,Michael Ocelot;Michel Ocelot,Michel Ocelot,GKIDS,0
536,536,A_0735,B_2635,The Book of Life,Adventure;Animation;Comedy,73,2014-10-17,PG,Jorge R. Guti�rrez,Doug Langdale;Jorge R. Guti�rrez,Chatrone;Reel FX Creative Studios;Twentieth Century Fox,The Secret Life Of Walter Mitty,Action;Adventure;Comedy;Drama,51,2013-12-25,PG,Ben Stiller,Steven Conrad,20th Century Fox,0
1392,1392,A_2100,B_1730,Night of the Living Dead,Horror,79,1968-10-04,NOT RATED,George A. Romero,George A. Romero;John A. Russo,Image Ten;Laurel Group;Market Square Productions,The Sisterhood Of Night,Horror,80,2015-04-10,PG-13,Caryn Waechter,Marilyn Fu,Cine Mosaic,0
1501,1501,A_2301,B_2108,"As Above, So Below",Horror;Mystery;Thriller,62,2014-08-29,R,John Erick Dowdle,Drew Dowdle;John Erick Dowdle,Brothers Dowdle Productions;Legendary Entertainment;Universal Pictures,"As Above, So Below",Documentary;Mystery;Thriller,26,2014-08-29,R,John Erick Dowdle,Drew Dowdle;John Erick Dowdle,Universal Pictures,1
1709,1709,A_2675,B_0888,Night at the Museum: Secret of the Tomb,Adventure;Comedy;Family,62,2014-12-19,PG,Shawn Levy,David Guion;Michael Handelman,1492 Pictures;21 Laps Entertainment;Twentieth Century Fox,Hillary's America: The Secret History of the Democratic Party,Documentary,4,2016-07-15,PG-13,Bruce Schooley;Dinesh D'Souza,Bruce Schooley;Dinesh D'Souza,D'Sousa Media Corporation,0
1585,1585,A_2482,B_0794,Don't Knock Twice,Horror,51,2017-02-03,R,Caradog W. James,Mark Huckerby;Nick Ostler,Red & Black Films;Seymour Films,Don't Think Twice,Comedy,98,2016-07-22,R,Mike Birbiglia,Mike Birbiglia,The Film Arcade,0
